gender,age,income,year_joined,received-to-viewed-ratio,received-to-completed-ratio,average_transaction_value,number_of_transactions,predicted_cluster
F,63.0,112000.0,2017,75.0,75.0,28.123333333333335,3.0,2
F,42.0,64000.0,2017,100.0,33.33333333333333,3.2558333333333334,12.0,4
F,44.0,87000.0,2018,100.0,75.0,19.72,8.0,0
M,37.0,31000.0,2016,40.0,20.0,2.285,12.0,6
M,64.0,52000.0,2016,100.0,60.0,7.815217391304348,23.0,4
M,37.0,42000.0,2018,100.0,0.0,3.25,5.0,6
M,57.0,72000.0,2017,100.0,100.0,18.853846153846153,13.0,0
M,67.0,34000.0,2018,66.66666666666666,0.0,2.2725,4.0,6
M,67.0,98000.0,2016,66.66666666666666,100.0,31.94636363636364,11.0,0
M,28.0,52000.0,2018,100.0,100.0,13.97176470588235,17.0,4
M,42.0,56000.0,2018,75.0,50.0,3.9257142857142853,7.0,6
M,65.0,68000.0,2017,50.0,0.0,4.145,4.0,6
M,65.0,60000.0,2016,100.0,60.0,16.945833333333333,12.0,0
M,24.0,38000.0,2017,75.0,75.0,8.58,9.0,4
F,58.0,95000.0,2016,100.0,80.0,26.37,11.0,0
F,58.0,77000.0,2016,75.0,100.0,20.969,10.0,0
F,53.0,74000.0,2016,80.0,60.0,20.778000000000002,10.0,0
M,66.0,57000.0,2016,100.0,100.0,13.700909090909091,11.0,0
F,48.0,31000.0,2017,66.66666666666666,66.66666666666666,6.6425,8.0,4
F,77.0,37000.0,2018,100.0,0.0,3.338,5.0,3
F,73.0,88000.0,2016,75.0,100.0,115.84142857142857,7.0,5
M,31.0,58000.0,2018,83.33333333333334,0.0,3.0571428571428574,7.0,6
M,52.0,86000.0,2018,100.0,75.0,24.009999999999998,4.0,3
F,60.0,60000.0,2018,100.0,60.0,14.491000000000003,10.0,3
F,76.0,90000.0,2016,100.0,100.0,23.722857142857148,14.0,0
M,40.0,65000.0,2018,66.66666666666666,33.33333333333333,4.104,5.0,6
M,53.0,49000.0,2017,33.33333333333333,0.0,4.25,5.0,6
M,61.0,62000.0,2016,60.0,60.0,17.101818181818178,11.0,4
M,62.0,78000.0,2016,75.0,100.0,16.781428571428574,14.0,0
M,32.0,74000.0,2016,100.0,80.0,18.015000000000004,18.0,4
M,91.0,73000.0,2017,100.0,80.0,17.434285714285714,7.0,0
M,39.0,77000.0,2015,100.0,33.33333333333333,16.825714285714287,7.0,0
F,63.0,88000.0,2016,33.33333333333333,33.33333333333333,16.17,2.0,2
F,29.0,38000.0,2016,50.0,75.0,9.657499999999999,12.0,4
F,77.0,39000.0,2018,80.0,80.0,11.458571428571426,14.0,4
F,81.0,107000.0,2016,100.0,66.66666666666666,26.375714285714288,7.0,0
F,46.0,100000.0,2015,100.0,50.0,24.67428571428571,7.0,0
F,82.0,62000.0,2016,50.0,75.0,42.853529411764704,17.0,0
F,21.0,40000.0,2016,60.0,80.0,10.973571428571429,14.0,4
M,19.0,52000.0,2017,80.0,20.0,5.365,4.0,6
M,31.0,44000.0,2017,75.0,75.0,3.1300000000000003,21.0,4
F,76.0,119000.0,2018,25.0,0.0,22.43,1.0,2
F,40.0,42000.0,2018,100.0,0.0,1.87,6.0,3
F,57.0,113000.0,2016,50.0,75.0,25.985555555555557,9.0,2
F,57.0,70000.0,2015,80.0,60.0,14.731818181818186,11.0,0
F,44.0,55000.0,2014,80.0,40.0,2.375555555555555,18.0,1
M,34.0,45000.0,2016,50.0,50.0,11.24,12.0,4
M,62.0,106000.0,2018,75.0,25.0,32.59,1.0,2
M,60.0,56000.0,2016,100.0,100.0,13.841764705882355,17.0,4
M,33.0,72000.0,2018,75.0,50.0,7.488000000000001,5.0,3
M,33.0,45000.0,2013,50.0,0.0,2.161538461538462,13.0,1
F,85.0,60000.0,2013,100.0,83.33333333333334,12.352,5.0,0
F,58.0,105000.0,2016,50.0,50.0,28.432,5.0,2
M,48.0,74000.0,2017,66.66666666666666,83.33333333333334,18.845000000000002,10.0,4
M,74.0,80000.0,2015,100.0,50.0,28.406666666666666,3.0,0
M,19.0,30000.0,2016,83.33333333333334,66.66666666666666,3.0493749999999995,16.0,4
F,58.0,95000.0,2017,100.0,50.0,25.209999999999997,6.0,0
M,63.0,64000.0,2016,100.0,83.33333333333334,19.599230769230772,13.0,0
F,86.0,79000.0,2017,100.0,75.0,21.3375,8.0,0
M,55.0,76000.0,2017,100.0,25.0,18.695,2.0,3
M,47.0,98000.0,2016,100.0,60.0,28.024285714285718,7.0,0
M,68.0,38000.0,2017,100.0,0.0,1.855,8.0,3
F,72.0,83000.0,2017,80.0,80.0,23.94625,8.0,0
M,69.0,77000.0,2018,100.0,100.0,22.024444444444445,9.0,0
M,78.0,35000.0,2018,66.66666666666666,66.66666666666666,7.533333333333335,9.0,3
M,46.0,48000.0,2016,50.0,0.0,1.71875,8.0,6
M,67.0,50000.0,2018,66.66666666666666,33.33333333333333,8.654285714285715,7.0,6
M,93.0,41000.0,2018,50.0,0.0,5.2725,4.0,6
M,58.0,96000.0,2017,100.0,100.0,26.15266666666667,15.0,0
F,42.0,90000.0,2018,100.0,100.0,23.316666666666666,3.0,0
F,46.0,69000.0,2016,100.0,100.0,14.610000000000001,13.0,0
M,48.0,78000.0,2014,80.0,40.0,24.779999999999998,4.0,0
F,64.0,109000.0,2016,50.0,75.0,24.330000000000002,6.0,2
F,49.0,68000.0,2015,50.0,75.0,66.16727272727273,11.0,2
M,64.0,57000.0,2017,80.0,80.0,14.719333333333331,15.0,4
M,51.0,53000.0,2018,100.0,75.0,12.095999999999998,10.0,4
M,48.0,89000.0,2017,66.66666666666666,66.66666666666666,22.302999999999997,10.0,2
M,55.0,66000.0,2016,100.0,100.0,18.04083333333333,12.0,0
M,21.0,31000.0,2017,66.66666666666666,0.0,6.6707692307692295,13.0,6
M,27.0,33000.0,2014,83.33333333333334,83.33333333333334,2.5780000000000003,35.0,1
M,54.0,88000.0,2015,50.0,50.0,22.887777777777778,9.0,2
O,74.0,56000.0,2015,100.0,100.0,13.829230769230772,13.0,0
F,73.0,48000.0,2017,75.0,25.0,4.098333333333334,6.0,3
M,56.0,74000.0,2016,100.0,66.66666666666666,24.69,6.0,0
M,61.0,119000.0,2017,60.0,20.0,14.29,1.0,2
M,65.0,82000.0,2017,100.0,40.0,22.88,4.0,3
F,55.0,31000.0,2018,40.0,0.0,7.37,1.0,6
F,42.0,74000.0,2016,100.0,80.0,24.339166666666667,12.0,0
M,64.0,47000.0,2018,50.0,0.0,2.88,1.0,6
F,47.0,88000.0,2018,100.0,16.666666666666664,18.41,2.0,3
F,41.0,37000.0,2017,60.0,0.0,0.8057142857142858,7.0,6
F,70.0,97000.0,2016,83.33333333333334,33.33333333333333,25.826666666666668,3.0,2
F,56.0,97000.0,2018,40.0,100.0,24.0625,4.0,2
M,72.0,47000.0,2018,60.0,20.0,2.943333333333333,6.0,6
F,64.0,50000.0,2017,66.66666666666666,0.0,13.8575,4.0,6
F,67.0,36000.0,2018,60.0,20.0,6.489999999999999,3.0,6
M,54.0,78000.0,2017,80.0,80.0,23.514444444444443,9.0,0
F,88.0,59000.0,2017,100.0,40.0,14.653333333333334,3.0,3
M,89.0,92000.0,2016,83.33333333333334,83.33333333333334,23.010714285714283,14.0,0
M,60.0,114000.0,2015,40.0,60.0,34.932,5.0,2
M,52.0,90000.0,2017,100.0,50.0,20.938,5.0,3
F,55.0,97000.0,2018,80.0,80.0,230.62199999999999,5.0,5
M,19.0,37000.0,2017,66.66666666666666,0.0,1.968,5.0,6
F,58.0,116000.0,2017,25.0,75.0,25.560000000000002,8.0,2
M,60.0,76000.0,2016,100.0,66.66666666666666,16.48375,8.0,0
M,21.0,42000.0,2018,60.0,0.0,1.1549999999999998,2.0,6
M,45.0,49000.0,2018,40.0,0.0,2.471666666666667,6.0,6
F,62.0,82000.0,2016,100.0,100.0,26.294285714285714,7.0,0
M,73.0,61000.0,2018,100.0,60.0,12.078333333333333,12.0,3
M,50.0,73000.0,2017,100.0,33.33333333333333,3.847777777777778,18.0,4
M,39.0,48000.0,2018,66.66666666666666,66.66666666666666,46.248,10.0,4
M,49.0,59000.0,2018,100.0,33.33333333333333,15.146666666666667,3.0,3
M,66.0,33000.0,2017,60.0,0.0,1.9373333333333336,15.0,6
F,94.0,68000.0,2015,66.66666666666666,100.0,18.45923076923077,13.0,0
F,58.0,91000.0,2016,80.0,80.0,25.89875,8.0,0
M,36.0,47000.0,2018,75.0,0.0,1.492,5.0,6
F,57.0,79000.0,2018,33.33333333333333,16.666666666666664,15.263333333333334,3.0,2
F,59.0,54000.0,2018,66.66666666666666,66.66666666666666,14.03,11.0,4
F,53.0,102000.0,2017,50.0,25.0,22.406666666666666,3.0,2
F,57.0,43000.0,2016,80.0,60.0,11.905000000000001,10.0,4
F,23.0,61000.0,2017,50.0,50.0,4.971818181818183,11.0,4
F,54.0,81000.0,2018,100.0,50.0,21.042499999999997,4.0,3
F,49.0,73000.0,2018,83.33333333333334,66.66666666666666,23.145999999999997,5.0,3
F,68.0,72000.0,2016,80.0,100.0,19.264,10.0,0
M,25.0,73000.0,2017,100.0,0.0,3.3200000000000003,6.0,3
M,66.0,51000.0,2017,100.0,60.0,12.279,10.0,3
M,46.0,35000.0,2013,75.0,0.0,3.408888888888889,9.0,1
F,69.0,115000.0,2017,100.0,60.0,26.13625,8.0,0
F,55.0,75000.0,2018,66.66666666666666,16.666666666666664,19.44333333333333,3.0,3
F,39.0,42000.0,2017,66.66666666666666,33.33333333333333,4.405714285714286,7.0,6
M,41.0,78000.0,2018,100.0,50.0,16.255999999999997,5.0,3
F,82.0,87000.0,2017,66.66666666666666,66.66666666666666,21.1875,4.0,2
M,52.0,55000.0,2016,80.0,40.0,3.136,15.0,1
F,69.0,87000.0,2017,83.33333333333334,100.0,23.017142857142854,14.0,0
M,73.0,46000.0,2013,100.0,66.66666666666666,8.083181818181817,22.0,1
M,51.0,34000.0,2017,0.0,0.0,1.75,2.0,6
M,70.0,36000.0,2016,80.0,80.0,2.209545454545454,22.0,4
M,49.0,47000.0,2016,75.0,75.0,12.025,8.0,4
M,53.0,32000.0,2017,75.0,0.0,2.494285714285714,7.0,6
F,65.0,83000.0,2017,50.0,25.0,25.31,1.0,2
F,51.0,81000.0,2017,80.0,20.0,22.5475,4.0,3
M,66.0,72000.0,2015,16.666666666666664,33.33333333333333,3.8788888888888895,9.0,1
F,59.0,69000.0,2017,100.0,40.0,14.995833333333335,12.0,3
M,34.0,38000.0,2018,80.0,0.0,2.997777777777778,9.0,6
M,71.0,60000.0,2016,100.0,75.0,2.6364285714285716,14.0,0
O,75.0,60000.0,2015,100.0,75.0,13.123333333333335,6.0,0
F,56.0,82000.0,2017,100.0,100.0,61.47,15.0,0
M,72.0,65000.0,2017,100.0,80.0,18.784285714285716,7.0,0
M,46.0,42000.0,2017,33.33333333333333,0.0,1.2233333333333334,3.0,6
M,76.0,80000.0,2017,100.0,75.0,20.22875,8.0,0
M,26.0,52000.0,2018,80.0,20.0,4.6274999999999995,4.0,6
M,56.0,57000.0,2017,75.0,100.0,14.101875000000003,16.0,4
F,61.0,73000.0,2017,60.0,100.0,22.848,10.0,2
F,91.0,53000.0,2018,80.0,20.0,12.02,2.0,3
F,68.0,71000.0,2017,80.0,0.0,3.9728571428571433,7.0,3
F,71.0,82000.0,2016,66.66666666666666,83.33333333333334,23.369999999999997,9.0,0
F,58.0,32000.0,2018,66.66666666666666,0.0,2.39,2.0,6
M,21.0,44000.0,2015,60.0,80.0,10.652777777777777,18.0,1
M,26.0,64000.0,2017,100.0,33.33333333333333,2.7988888888888885,9.0,4
M,60.0,71000.0,2018,100.0,100.0,21.268749999999997,8.0,0
F,54.0,102000.0,2017,25.0,50.0,25.418,5.0,2
F,48.0,72000.0,2018,100.0,40.0,17.824000000000005,10.0,3
M,90.0,56000.0,2017,80.0,0.0,3.5375,4.0,3
F,57.0,71000.0,2015,40.0,60.0,18.734285714285715,7.0,2
M,66.0,32000.0,2017,100.0,33.33333333333333,2.665,6.0,3
F,55.0,93000.0,2016,100.0,100.0,18.635,4.0,0
M,52.0,71000.0,2017,25.0,25.0,20.21,2.0,6
M,61.0,63000.0,2017,100.0,83.33333333333334,17.01388888888889,18.0,4
F,49.0,104000.0,2017,100.0,100.0,27.755000000000003,10.0,0
M,76.0,46000.0,2017,0.0,0.0,2.6700000000000004,7.0,6
F,60.0,87000.0,2017,80.0,40.0,22.498333333333335,6.0,2
M,52.0,80000.0,2018,50.0,100.0,18.663333333333334,6.0,2
M,61.0,45000.0,2017,100.0,0.0,2.371428571428571,7.0,3
F,22.0,56000.0,2017,83.33333333333334,66.66666666666666,16.913,10.0,4
M,87.0,30000.0,2017,100.0,60.0,6.8549999999999995,12.0,3
F,29.0,61000.0,2017,66.66666666666666,100.0,12.986666666666666,12.0,4
M,58.0,81000.0,2018,80.0,80.0,18.356666666666666,3.0,3
M,52.0,82000.0,2016,50.0,75.0,25.522857142857145,7.0,2
M,66.0,69000.0,2018,60.0,100.0,66.335,12.0,2
F,37.0,47000.0,2018,83.33333333333334,66.66666666666666,9.309999999999999,9.0,4
F,44.0,87000.0,2017,100.0,80.0,21.74083333333333,12.0,0
M,65.0,68000.0,2018,75.0,0.0,2.516666666666666,6.0,3
F,63.0,96000.0,2017,66.66666666666666,33.33333333333333,22.560000000000002,4.0,2
F,79.0,66000.0,2014,100.0,75.0,20.629,10.0,0
M,53.0,44000.0,2018,50.0,25.0,2.7975000000000003,4.0,6
M,52.0,38000.0,2016,60.0,40.0,2.2445,20.0,1
F,64.0,118000.0,2016,60.0,40.0,26.290000000000003,8.0,2
F,63.0,64000.0,2017,80.0,80.0,15.96952380952381,21.0,4
M,18.0,51000.0,2018,80.0,60.0,11.995714285714286,7.0,4
F,66.0,83000.0,2018,83.33333333333334,50.0,20.638333333333332,6.0,3
M,70.0,82000.0,2017,100.0,66.66666666666666,21.06,5.0,0
F,66.0,59000.0,2017,50.0,100.0,17.983333333333334,3.0,2
F,42.0,98000.0,2016,100.0,100.0,27.758,10.0,0
F,75.0,68000.0,2018,80.0,0.0,20.83,2.0,3
M,20.0,47000.0,2017,66.66666666666666,66.66666666666666,8.685,4.0,6
F,19.0,55000.0,2017,80.0,60.0,3.3580000000000005,25.0,4
F,21.0,40000.0,2017,80.0,100.0,10.751428571428573,7.0,4
F,70.0,77000.0,2017,0.0,50.0,23.176000000000002,5.0,2
F,23.0,62000.0,2018,40.0,60.0,16.701818181818183,11.0,4
F,84.0,96000.0,2017,60.0,60.0,29.80222222222222,9.0,2
F,62.0,85000.0,2018,80.0,60.0,24.107499999999998,4.0,2
F,43.0,88000.0,2017,100.0,66.66666666666666,29.097999999999995,5.0,0
M,51.0,79000.0,2017,66.66666666666666,16.666666666666664,16.51,1.0,3
M,59.0,60000.0,2016,75.0,25.0,4.242,10.0,1
M,68.0,64000.0,2014,40.0,0.0,2.095,6.0,1
M,80.0,31000.0,2017,100.0,0.0,5.61,4.0,3
F,50.0,97000.0,2017,83.33333333333334,83.33333333333334,26.433846153846154,13.0,0
M,68.0,77000.0,2016,25.0,75.0,18.736666666666668,3.0,2
F,19.0,54000.0,2017,80.0,100.0,13.45263157894737,19.0,4
M,43.0,49000.0,2014,33.33333333333333,66.66666666666666,3.5866666666666664,12.0,1
F,53.0,83000.0,2016,80.0,100.0,19.245,12.0,0
F,65.0,78000.0,2015,100.0,100.0,19.165,12.0,0
M,72.0,100000.0,2018,80.0,40.0,29.347499999999997,4.0,2
M,50.0,65000.0,2018,100.0,83.33333333333334,16.377857142857145,14.0,4
M,50.0,94000.0,2018,100.0,25.0,31.07,2.0,3
F,63.0,94000.0,2017,100.0,66.66666666666666,30.684285714285718,7.0,0
M,40.0,68000.0,2015,75.0,75.0,5.532,10.0,1
F,54.0,43000.0,2018,60.0,60.0,9.363000000000001,10.0,4
M,47.0,35000.0,2017,60.0,0.0,1.7000000000000004,5.0,6
M,40.0,38000.0,2015,100.0,50.0,4.647777777777778,9.0,1
M,59.0,45000.0,2017,33.33333333333333,0.0,2.763333333333333,6.0,6
M,38.0,77000.0,2018,100.0,40.0,14.663333333333334,3.0,3
F,52.0,63000.0,2018,100.0,33.33333333333333,14.316666666666668,3.0,3
F,81.0,86000.0,2017,75.0,100.0,25.532857142857143,7.0,2
F,79.0,53000.0,2018,100.0,100.0,12.74125,8.0,0
M,47.0,50000.0,2018,33.33333333333333,0.0,2.4066666666666667,3.0,6
F,84.0,96000.0,2017,100.0,75.0,26.208999999999996,10.0,0
F,73.0,65000.0,2018,100.0,20.0,22.87,1.0,3
M,90.0,89000.0,2017,66.66666666666666,33.33333333333333,16.373333333333335,3.0,2
M,54.0,66000.0,2015,100.0,50.0,4.144,25.0,1
F,80.0,109000.0,2017,80.0,60.0,24.46166666666667,6.0,2
M,58.0,71000.0,2018,20.0,20.0,2.4988888888888887,9.0,6
M,60.0,52000.0,2017,100.0,100.0,62.01166666666666,6.0,0
M,82.0,96000.0,2018,75.0,25.0,24.616,5.0,2
M,48.0,77000.0,2018,100.0,16.666666666666664,22.725,2.0,3
M,49.0,81000.0,2018,100.0,50.0,17.498,5.0,3
F,54.0,89000.0,2017,60.0,40.0,24.099999999999998,4.0,2
M,57.0,34000.0,2018,75.0,0.0,1.4485714285714286,7.0,6
O,39.0,42000.0,2018,75.0,25.0,10.198888888888888,9.0,6
M,74.0,65000.0,2016,0.0,0.0,3.293333333333333,9.0,6
F,42.0,51000.0,2017,83.33333333333334,50.0,4.256,10.0,4
F,52.0,44000.0,2018,66.66666666666666,66.66666666666666,9.199090909090907,11.0,4
M,53.0,64000.0,2016,75.0,25.0,4.069166666666668,12.0,1
M,60.0,82000.0,2017,100.0,33.33333333333333,22.243333333333336,3.0,3
M,52.0,64000.0,2018,0.0,20.0,3.4339999999999997,5.0,6
M,77.0,54000.0,2017,66.66666666666666,100.0,8.727727272727272,22.0,4
M,31.0,68000.0,2017,50.0,25.0,4.362,5.0,6
M,45.0,55000.0,2017,100.0,100.0,14.107777777777777,9.0,4
F,36.0,52000.0,2017,100.0,100.0,13.904,10.0,4
M,86.0,73000.0,2018,66.66666666666666,33.33333333333333,3.36,4.0,3
F,62.0,44000.0,2014,100.0,0.0,2.128636363636364,22.0,1
F,53.0,91000.0,2015,75.0,100.0,25.506666666666668,9.0,0
M,45.0,50000.0,2017,100.0,50.0,10.5,3.0,3
F,47.0,64000.0,2016,100.0,100.0,17.532000000000004,5.0,0
F,64.0,71000.0,2017,100.0,50.0,17.363333333333333,3.0,3
F,50.0,33000.0,2018,60.0,20.0,8.635714285714284,14.0,6
F,72.0,74000.0,2018,60.0,0.0,14.68,1.0,3
F,22.0,36000.0,2016,75.0,75.0,9.495882352941177,17.0,4
M,41.0,47000.0,2015,66.66666666666666,66.66666666666666,3.6873913043478272,23.0,1
M,48.0,51000.0,2018,80.0,100.0,12.335714285714287,14.0,4
M,48.0,58000.0,2018,66.66666666666666,0.0,2.7128571428571426,7.0,6
M,56.0,85000.0,2017,50.0,83.33333333333334,22.720833333333335,12.0,2
F,48.0,59000.0,2016,40.0,80.0,13.737333333333334,15.0,4
M,55.0,42000.0,2017,66.66666666666666,0.0,13.431666666666667,6.0,6
M,69.0,41000.0,2014,50.0,50.0,1.8271428571428576,21.0,1
F,64.0,66000.0,2016,100.0,50.0,13.638749999999998,8.0,0
M,51.0,75000.0,2017,80.0,40.0,2.7920000000000003,10.0,3
M,26.0,61000.0,2014,33.33333333333333,50.0,3.701764705882353,17.0,1
M,40.0,59000.0,2017,100.0,0.0,2.2920000000000003,5.0,3
M,52.0,81000.0,2017,100.0,75.0,22.69333333333333,3.0,0
M,87.0,45000.0,2017,33.33333333333333,33.33333333333333,4.008571428571429,7.0,6
M,82.0,72000.0,2018,100.0,50.0,19.15,3.0,3
M,63.0,39000.0,2017,75.0,25.0,2.8411111111111107,18.0,4
M,53.0,82000.0,2018,80.0,40.0,20.6225,4.0,3
F,80.0,116000.0,2017,66.66666666666666,83.33333333333334,79.27692307692307,13.0,2
M,45.0,35000.0,2017,75.0,25.0,4.58,2.0,6
M,50.0,84000.0,2016,66.66666666666666,33.33333333333333,19.639999999999997,5.0,2
M,59.0,63000.0,2018,75.0,100.0,16.083333333333332,6.0,0
F,55.0,107000.0,2017,33.33333333333333,33.33333333333333,21.098,5.0,2
F,36.0,70000.0,2017,100.0,100.0,16.764999999999997,16.0,4
M,62.0,73000.0,2016,40.0,40.0,24.597499999999997,4.0,2
M,92.0,38000.0,2018,80.0,0.0,1.6175000000000002,4.0,3
F,28.0,58000.0,2017,100.0,20.0,3.36,4.0,3
F,59.0,78000.0,2017,0.0,66.66666666666666,25.77,3.0,2
F,69.0,52000.0,2018,100.0,50.0,15.243333333333334,3.0,3
F,40.0,57000.0,2017,80.0,100.0,14.870625,16.0,4
M,63.0,105000.0,2017,100.0,66.66666666666666,28.310000000000002,6.0,0
M,46.0,74000.0,2015,100.0,75.0,3.7306666666666666,15.0,1
F,77.0,83000.0,2015,66.66666666666666,100.0,22.816,5.0,0
M,58.0,91000.0,2016,100.0,83.33333333333334,19.55090909090909,11.0,0
F,56.0,73000.0,2017,40.0,80.0,19.338,5.0,2
M,67.0,62000.0,2014,75.0,50.0,16.963333333333335,6.0,1
M,54.0,69000.0,2017,100.0,100.0,16.118333333333332,6.0,0
F,77.0,70000.0,2018,75.0,0.0,2.33,8.0,3
M,68.0,33000.0,2018,50.0,0.0,0.89,1.0,6
O,28.0,30000.0,2017,80.0,60.0,3.6748000000000007,25.0,4
F,33.0,73000.0,2018,75.0,25.0,3.7500000000000004,6.0,6
F,41.0,60000.0,2017,100.0,33.33333333333333,10.276111111111112,18.0,4
M,55.0,94000.0,2016,100.0,60.0,23.14545454545454,11.0,0
F,50.0,59000.0,2017,16.666666666666664,50.0,5.328571428571428,7.0,6
F,73.0,84000.0,2015,100.0,100.0,23.874545454545455,11.0,0
M,66.0,31000.0,2016,40.0,60.0,8.092000000000002,10.0,1
M,77.0,57000.0,2016,100.0,100.0,13.386666666666665,12.0,0
F,57.0,55000.0,2017,100.0,60.0,2.398095238095238,21.0,4
M,54.0,41000.0,2016,80.0,40.0,2.4561904761904763,21.0,1
F,62.0,89000.0,2017,100.0,75.0,26.53666666666666,12.0,0
F,58.0,116000.0,2018,100.0,66.66666666666666,23.604999999999997,4.0,2
M,34.0,72000.0,2015,80.0,80.0,16.357692307692307,13.0,4
M,57.0,67000.0,2016,80.0,40.0,16.61,3.0,3
F,36.0,58000.0,2018,60.0,0.0,2.8150000000000004,4.0,6
F,38.0,58000.0,2017,50.0,100.0,14.343999999999998,15.0,4
M,59.0,36000.0,2014,100.0,0.0,2.8883333333333336,18.0,1
F,48.0,118000.0,2017,50.0,50.0,26.055,2.0,2
M,56.0,72000.0,2017,60.0,100.0,18.930000000000003,15.0,4
M,78.0,62000.0,2014,80.0,20.0,21.88,2.0,0
M,31.0,51000.0,2018,60.0,0.0,1.51,3.0,6
M,23.0,33000.0,2018,50.0,0.0,1.41,1.0,6
M,76.0,58000.0,2018,25.0,0.0,4.088333333333334,6.0,6
F,61.0,78000.0,2018,75.0,25.0,14.133333333333333,3.0,3
F,38.0,72000.0,2017,66.66666666666666,0.0,7.855,2.0,6
M,53.0,52000.0,2017,66.66666666666666,0.0,2.6033333333333335,3.0,6
M,53.0,84000.0,2017,75.0,25.0,26.223333333333333,3.0,3
M,67.0,87000.0,2017,60.0,20.0,21.12,1.0,2
F,77.0,87000.0,2016,100.0,66.66666666666666,25.869999999999997,7.0,0
M,73.0,80000.0,2016,100.0,100.0,20.169999999999998,7.0,0
F,64.0,58000.0,2018,60.0,20.0,2.7399999999999998,7.0,6
M,67.0,89000.0,2018,100.0,40.0,24.23,6.0,3
M,54.0,31000.0,2017,66.66666666666666,0.0,3.2419999999999995,5.0,6
F,67.0,92000.0,2017,50.0,75.0,23.812857142857144,7.0,2
M,78.0,78000.0,2016,100.0,66.66666666666666,19.689285714285717,14.0,0
M,66.0,70000.0,2016,33.33333333333333,33.33333333333333,3.2424999999999997,12.0,1
M,34.0,44000.0,2014,66.66666666666666,33.33333333333333,2.691818181818182,11.0,1
M,49.0,82000.0,2017,83.33333333333334,50.0,16.62,3.0,3
M,24.0,57000.0,2017,60.0,0.0,3.2175,4.0,6
M,59.0,102000.0,2017,75.0,50.0,28.439999999999998,3.0,2
M,61.0,53000.0,2016,83.33333333333334,33.33333333333333,3.274,20.0,1
M,33.0,64000.0,2017,100.0,100.0,19.547000000000004,10.0,4
M,66.0,35000.0,2018,25.0,25.0,5.1025,4.0,6
F,83.0,104000.0,2018,25.0,50.0,23.066666666666666,3.0,2
M,54.0,109000.0,2017,40.0,40.0,24.30666666666667,6.0,2
F,62.0,96000.0,2018,100.0,0.0,27.1975,4.0,3
F,65.0,112000.0,2017,25.0,50.0,24.939999999999998,3.0,2
M,75.0,79000.0,2018,100.0,0.0,15.204999999999998,2.0,3
F,44.0,84000.0,2015,100.0,100.0,19.011666666666667,6.0,0
M,74.0,67000.0,2017,80.0,20.0,22.083333333333332,6.0,3
M,26.0,73000.0,2015,60.0,20.0,2.9284615384615384,13.0,1
F,57.0,66000.0,2017,75.0,75.0,18.791666666666668,6.0,0
F,91.0,89000.0,2018,75.0,100.0,26.49875,8.0,2
F,62.0,46000.0,2016,80.0,80.0,13.883333333333333,12.0,4
M,79.0,47000.0,2015,66.66666666666666,16.666666666666664,4.339090909090909,11.0,1
M,33.0,51000.0,2017,50.0,0.0,1.5666666666666664,3.0,6
F,23.0,65000.0,2018,50.0,25.0,3.6822222222222223,9.0,6
M,42.0,56000.0,2018,100.0,0.0,15.36,3.0,3
M,68.0,68000.0,2017,100.0,100.0,20.254999999999995,8.0,0
F,52.0,68000.0,2016,100.0,40.0,16.513749999999998,8.0,0
F,48.0,72000.0,2017,100.0,50.0,17.744999999999997,8.0,3
M,37.0,74000.0,2017,60.0,80.0,18.23692307692308,13.0,4
F,73.0,39000.0,2017,60.0,0.0,3.5028571428571427,7.0,6
M,35.0,35000.0,2017,66.66666666666666,33.33333333333333,8.251666666666667,18.0,4
M,55.0,87000.0,2015,100.0,75.0,20.145,2.0,0
F,51.0,73000.0,2018,100.0,0.0,2.658,5.0,3
F,53.0,55000.0,2018,100.0,100.0,16.12076923076923,13.0,4
M,59.0,48000.0,2017,100.0,25.0,3.552222222222222,9.0,3
F,56.0,110000.0,2017,80.0,0.0,21.3025,4.0,2
M,54.0,67000.0,2018,60.0,20.0,4.552,5.0,6
M,47.0,54000.0,2018,100.0,50.0,21.924999999999997,2.0,3
M,63.0,32000.0,2018,75.0,0.0,1.2775,4.0,6
F,64.0,73000.0,2016,100.0,100.0,50.489444444444445,18.0,0
F,21.0,39000.0,2015,100.0,33.33333333333333,2.9790909090909095,11.0,1
F,52.0,112000.0,2016,100.0,100.0,25.278181818181817,11.0,0
F,70.0,80000.0,2015,50.0,75.0,20.021428571428572,7.0,2
M,24.0,50000.0,2018,80.0,80.0,14.25375,8.0,4
M,45.0,36000.0,2016,50.0,25.0,7.54235294117647,17.0,1
M,18.0,60000.0,2013,60.0,60.0,4.687142857142858,14.0,1
M,52.0,32000.0,2017,50.0,50.0,2.4836842105263153,19.0,4
M,39.0,51000.0,2017,100.0,33.33333333333333,12.74,2.0,3
M,47.0,59000.0,2017,75.0,0.0,11.7,1.0,6
M,32.0,49000.0,2016,80.0,80.0,9.63125,8.0,4
F,46.0,41000.0,2017,100.0,0.0,9.940000000000001,7.0,3
F,64.0,30000.0,2018,100.0,60.0,7.1575,8.0,3
M,38.0,43000.0,2018,50.0,0.0,2.2325,4.0,6
M,51.0,71000.0,2017,40.0,80.0,63.30909090909092,11.0,2
M,65.0,50000.0,2015,50.0,75.0,11.943999999999999,20.0,1
